Gene.id,Gene.name,Gene.description,FC,Pvalue,Padjust,Regulate
ENSMUSG00000074578,Zfas1,"zinc finger, NFX1-type containing 1, antisense RNA 1 [Source:MGI Symbol;Acc:MGI:1916199]",1.750920163,0.000809282,0.017692409,up
ENSMUSG00000024525,Impa2,inositol monophosphatase 2 [Source:MGI Symbol;Acc:MGI:2149728],1.914741545,0.000813829,0.017770087,up
ENSMUSG00000076569,Igkv5-39,immunoglobulin kappa variable 5-39 [Source:MGI Symbol;Acc:MGI:2686255],6.954429965,0.000824013,0.017970508,up
ENSMUSG00000057143,Trim12c,tripartite motif-containing 12C [Source:MGI Symbol;Acc:MGI:4821183],1.610061754,0.000827166,0.018008231,up
ENSMUSG00000068101,Cenpm,centromere protein M [Source:MGI Symbol;Acc:MGI:1913820],5.087902186,0.000827756,0.018008231,up
ENSMUSG00000028068,Iqgap3,IQ motif containing GTPase activating protein 3 [Source:MGI Symbol;Acc:MGI:3028642],5.585589481,0.000830258,0.018029745,up
ENSMUSG00000062939,Stat4,signal transducer and activator of transcription 4 [Source:MGI Symbol;Acc:MGI:103062],3.318643849,0.000832785,0.018051748,up
ENSMUSG00000017652,Cd40,CD40 antigen [Source:MGI Symbol;Acc:MGI:88336],2.106509369,0.000843758,0.018223328,up
ENSMUSG00000056069,Otulinl,OTU deubiquitinase with linear linkage specificity like [Source:MGI Symbol;Acc:MGI:2687281],2.125707339,0.000843238,0.018223328,up
ENSMUSG00000013707,Tnfaip8l2,"tumor necrosis factor, alpha-induced protein 8-like 2 [Source:MGI Symbol;Acc:MGI:1917019]",2.826062984,0.00084613,0.018249948,up
ENSMUSG00000032322,Pstpip1,proline-serine-threonine phosphatase-interacting protein 1 [Source:MGI Symbol;Acc:MGI:1321396],3.260585115,0.000847031,0.018249948,up
ENSMUSG00000029910,Mad2l1,MAD2 mitotic arrest deficient-like 1 [Source:MGI Symbol;Acc:MGI:1860374],1.98123005,0.000850216,0.018296525,up
ENSMUSG00000044162,Tnip3,TNFAIP3 interacting protein 3 [Source:MGI Symbol;Acc:MGI:3041165],11.63439988,0.000852797,0.018330019,up
ENSMUSG00000009772,Nuak2,"NUAK family, SNF1-like kinase, 2 [Source:MGI Symbol;Acc:MGI:1921387]",2.102313918,0.000854114,0.01833627,up
ENSMUSG00000076545,Igkv4-72,immunoglobulin kappa chain variable 4-72 [Source:MGI Symbol;Acc:MGI:2686345],6.929362758,1.99E-05,0.018343346,up
ENSMUSG00000076576,Igkv6-32,immunoglobulin kappa variable 6-32 [Source:MGI Symbol;Acc:MGI:3641634],2.930333117,0.000855828,0.018351052,up
ENSMUSG00000028140,Mrpl9,mitochondrial ribosomal protein L9 [Source:MGI Symbol;Acc:MGI:2137211],1.184385231,0.000865119,0.01846405,up
ENSMUSG00000051998,Lax1,lymphocyte transmembrane adaptor 1 [Source:MGI Symbol;Acc:MGI:2443362],3.981548076,0.000865228,0.01846405,up
ENSMUSG00000040276,Pacsin1,protein kinase C and casein kinase substrate in neurons 1 [Source:MGI Symbol;Acc:MGI:1345181],5.11421084,0.000866388,0.018466763,up
ENSMUSG00000026480,Ncf2,neutrophil cytosolic factor 2 [Source:MGI Symbol;Acc:MGI:97284],2.398145584,0.000869386,0.018492551,up
ENSMUSG00000062248,Cks2,CDC28 protein kinase regulatory subunit 2 [Source:MGI Symbol;Acc:MGI:1913447],2.596935845,0.0008707,0.018492551,up
ENSMUSG00000032011,Thy1,"thymus cell antigen 1, theta [Source:MGI Symbol;Acc:MGI:98747]",3.03516132,0.000875972,0.018516562,up
ENSMUSG00000036887,C1qa,"complement component 1, q subcomponent, alpha polypeptide [Source:MGI Symbol;Acc:MGI:88223]",4.121219682,0.000873121,0.018516562,up
ENSMUSG00000104303,Gm36976,"predicted gene, 36976 [Source:MGI Symbol;Acc:MGI:5610204]",1.746755967,0.000875222,0.018516562,up
ENSMUSG00000000409,Lck,lymphocyte protein tyrosine kinase [Source:MGI Symbol;Acc:MGI:96756],3.196120746,0.00088314,0.018602107,up
ENSMUSG00000049037,Clec4a1,"C-type lectin domain family 4, member a1 [Source:MGI Symbol;Acc:MGI:3036291]",6.943846863,0.000893713,0.018780569,up
ENSMUSG00000076514,Igkv17-121,immunoglobulin kappa variable 17-121 [Source:MGI Symbol;Acc:MGI:3647671],4.58594983,0.000896119,0.018809037,up
ENSMUSG00000035439,Haus8,"4HAUS augmin-like complex, subunit 8 [Source:MGI Symbol;Acc:MGI:1923728]",1.717318013,0.000924399,0.019357175,up
ENSMUSG00000028341,Nr4a3,"nuclear receptor subfamily 4, group A, member 3 [Source:MGI Symbol;Acc:MGI:1352457]",2.336608835,0.000925844,0.019364208,up
ENSMUSG00000053801,Grwd1,glutamate-rich WD repeat containing 1 [Source:MGI Symbol;Acc:MGI:2141989],1.64490335,0.000926901,0.019364208,up
ENSMUSG00000108348,Pnma8c,PNMA family member 8C [Source:MGI Symbol;Acc:MGI:5625257],3.88515426,0.000928327,0.019371377,up
ENSMUSG00000107017,Gm43196,predicted gene 43196 [Source:MGI Symbol;Acc:MGI:5663333],1.63554715,0.000934333,0.019473992,up
ENSMUSG00000024670,Cd6,CD6 antigen [Source:MGI Symbol;Acc:MGI:103566],3.880034487,0.000941441,0.019494995,up
ENSMUSG00000037379,Spon2,"spondin 2, extracellular matrix protein [Source:MGI Symbol;Acc:MGI:1923724]",2.230620449,0.000938683,0.019494995,up
ENSMUSG00000053541,Gvin-ps6,"GTPase, very large interferon inducible, pseudogene 6 [Source:MGI Symbol;Acc:MGI:3647753]",4.014701757,0.000941225,0.019494995,up
ENSMUSG00000059498,Fcgr3,"Fc receptor, IgG, low affinity III [Source:MGI Symbol;Acc:MGI:95500]",3.526785243,0.000938801,0.019494995,up
ENSMUSG00000048327,Ckap2l,cytoskeleton associated protein 2-like [Source:MGI Symbol;Acc:MGI:1917716],3.114864511,0.00094697,0.019555044,up
ENSMUSG00000032586,Traip,TRAF-interacting protein [Source:MGI Symbol;Acc:MGI:1096377],3.202728537,0.000955988,0.019695774,up
ENSMUSG00000056290,Ms4a4b,"membrane-spanning 4-domains, subfamily A, member 4B [Source:MGI Symbol;Acc:MGI:1913083]",3.169018538,0.000961216,0.019735406,up
ENSMUSG00000086513,Gvin-ps1,"GTPase, very large interferon inducible, pseudogene 1 [Source:MGI Symbol;Acc:MGI:1924950]",3.679831375,0.000959355,0.019735406,up
ENSMUSG00000055069,Rab39,"RAB39, member RAS oncogene family [Source:MGI Symbol;Acc:MGI:2442855]",2.357720843,0.000963073,0.019750728,up
ENSMUSG00000079523,Tmsb10,"thymosin, beta 10 [Source:MGI Symbol;Acc:MGI:109146]",2.052129511,0.000964331,0.019753882,up
ENSMUSG00000028460,Sit1,suppression inducing transmembrane adaptor 1 [Source:MGI Symbol;Acc:MGI:1889342],3.612499483,0.000968306,0.019789968,up
ENSMUSG00000050107,Haspin,histone H3 associated protein kinase [Source:MGI Symbol;Acc:MGI:1194498],2.388152675,0.000967322,0.019789968,up
ENSMUSG00000047945,Marcksl1,MARCKS-like 1 [Source:MGI Symbol;Acc:MGI:97143],3.123704496,0.000974964,0.019880585,up
ENSMUSG00000027718,Il21,interleukin 21 [Source:MGI Symbol;Acc:MGI:1890474],90.71772135,2.68E-05,0.020225369,up
ENSMUSG00000028965,Tnfrsf9,"tumor necrosis factor receptor superfamily, member 9 [Source:MGI Symbol;Acc:MGI:1101059]",11.68026484,2.63E-05,0.020225369,up
ENSMUSG00000096594,Igkv8-19,immunoglobulin kappa variable 8-19 [Source:MGI Symbol;Acc:MGI:1330844],6.336743928,2.52E-05,0.020225369,up
ENSMUSG00000003484,Cyp4f18,"cytochrome P450, family 4, subfamily f, polypeptide 18 [Source:MGI Symbol;Acc:MGI:1919304]",3.585094147,0.001001999,0.020316037,up
ENSMUSG00000037202,Prf1,perforin 1 (pore forming protein) [Source:MGI Symbol;Acc:MGI:97551],3.538774004,0.001006096,0.020352951,up
ENSMUSG00000076526,Igkv12-98,immunoglobulin kappa variable 12-98 [Source:MGI Symbol;Acc:MGI:4439560],16.46124552,0.001005838,0.020352951,up
ENSMUSG00000031792,Usb1,U6 snRNA biogenesis 1 [Source:MGI Symbol;Acc:MGI:2142454],1.721293883,0.00101553,0.020497437,up
ENSMUSG00000036469,Marchf1,membrane associated ring-CH-type finger 1 [Source:MGI Symbol;Acc:MGI:1920175],3.467115062,0.001029276,0.020704763,up
ENSMUSG00000013701,Timm23,translocase of inner mitochondrial membrane 23 [Source:MGI Symbol;Acc:MGI:1858317],1.445765013,0.001037478,0.020818337,up
ENSMUSG00000056394,Lig1,"ligase I, DNA, ATP-dependent [Source:MGI Symbol;Acc:MGI:101789]",2.117261218,0.001039578,0.020818337,up
ENSMUSG00000000982,Ccl3,chemokine (C-C motif) ligand 3 [Source:MGI Symbol;Acc:MGI:98260],10.31549147,0.001050056,0.020946848,up
ENSMUSG00000039193,Nlrc4,"NLR family, CARD domain containing 4 [Source:MGI Symbol;Acc:MGI:3036243]",2.925032495,0.001050681,0.020946848,up
ENSMUSG00000006398,Cdc20,cell division cycle 20 [Source:MGI Symbol;Acc:MGI:1859866],2.852717377,0.001052792,0.020965573,up
ENSMUSG00000057789,Bak1,BCL2-antagonist/killer 1 [Source:MGI Symbol;Acc:MGI:1097161],2.396413156,0.00105626,0.021011227,up
ENSMUSG00000030707,Coro1a,"coronin, actin binding protein 1A [Source:MGI Symbol;Acc:MGI:1345961]",3.011400016,0.001062834,0.021095071,up
ENSMUSG00000041406,BC055324,cDNA sequence BC055324 [Source:MGI Symbol;Acc:MGI:3590554],2.282346771,0.001062205,0.021095071,up
ENSMUSG00000037337,Map4k1,mitogen-activated protein kinase kinase kinase kinase 1 [Source:MGI Symbol;Acc:MGI:1346882],3.250260627,0.001065371,0.021098596,up
ENSMUSG00000050370,Ch25h,cholesterol 25-hydroxylase [Source:MGI Symbol;Acc:MGI:1333869],10.12990128,0.001076203,0.021289539,up
ENSMUSG00000071311,Gpr31b,"G protein-coupled receptor 31, D17Leh66b region [Source:MGI Symbol;Acc:MGI:1354372]",117.1781779,0.001082423,0.021388917,up
ENSMUSG00000041272,Tox,thymocyte selection-associated high mobility group box [Source:MGI Symbol;Acc:MGI:2181659],2.517875575,0.001087095,0.021457535,up
ENSMUSG00000001156,Mxd1,MAX dimerization protein 1 [Source:MGI Symbol;Acc:MGI:96908],2.449430663,0.001095212,0.021502221,up
ENSMUSG00000028896,Rcc1,regulator of chromosome condensation 1 [Source:MGI Symbol;Acc:MGI:1913989],2.084717306,0.001094628,0.021502221,up
ENSMUSG00000039055,Eme1,essential meiotic structure-specific endonuclease 1 [Source:MGI Symbol;Acc:MGI:3576783],5.106864725,0.001094589,0.021502221,up
ENSMUSG00000067149,Jchain,immunoglobulin joining chain [Source:MGI Symbol;Acc:MGI:96493],2.910588563,0.001095371,0.021502221,up
ENSMUSG00000120851,-,novel transcript,3.770919986,0.00109179,0.021502221,up
ENSMUSG00000020901,Pik3r5,phosphoinositide-3-kinase regulatory subunit 5 [Source:MGI Symbol;Acc:MGI:2443588],2.604416253,0.001101929,0.021537766,up
ENSMUSG00000057367,Birc2,baculoviral IAP repeat-containing 2 [Source:MGI Symbol;Acc:MGI:1197009],1.462009656,0.001101999,0.021537766,up
ENSMUSG00000093894,Ighv1-53,immunoglobulin heavy variable 1-53 [Source:MGI Symbol;Acc:MGI:3576502],3.213279702,0.001100446,0.021537766,up
ENSMUSG00000112627,4933412E12Rik,RIKEN cDNA 4933412E12 gene [Source:MGI Symbol;Acc:MGI:1918336],1.670510416,0.001112835,0.0217021,up
ENSMUSG00000026786,Apbb1ip,"amyloid beta (A4) precursor protein-binding, family B, member 1 interacting protein [Source:MGI Symbol;Acc:MGI:1861354]",2.526736796,0.001120015,0.021792267,up
ENSMUSG00000076940,Iglv2,immunoglobulin lambda variable 2 [Source:MGI Symbol;Acc:MGI:99548],3.884609616,0.001121114,0.021792267,up
ENSMUSG00000118051,Gm8714,predicted gene 8714 [Source:MGI Symbol;Acc:MGI:3644347],30.27029129,0.001120604,0.021792267,up
ENSMUSG00000025647,Shisa5,shisa family member 5 [Source:MGI Symbol;Acc:MGI:1915044],1.966925272,0.00112511,0.0218462,up
ENSMUSG00000054342,Kcnn4,"potassium intermediate/small conductance calcium-activated channel, subfamily N, member 4 [Source:MGI Symbol;Acc:MGI:1277957]",2.741839891,0.001127774,0.021874162,up
ENSMUSG00000022378,Cyrib,CYFIP related Rac1 interactor B [Source:MGI Symbol;Acc:MGI:1923520],2.586232705,0.00113184,0.021887973,up
ENSMUSG00000121484,Serpina3h,"serine (or cysteine) peptidase inhibitor, clade A, member 3H [Source:NCBI gene (formerly Entrezgene);Acc:546546]",2.787594421,0.001132158,0.021887973,up
ENSMUSG00000019773,Fbxo5,F-box protein 5 [Source:MGI Symbol;Acc:MGI:1914391],1.953816061,0.001147984,0.021967608,up
ENSMUSG00000020737,Jpt1,Jupiter microtubule associated homolog 1 [Source:MGI Symbol;Acc:MGI:1096361],1.795810228,0.001144551,0.021967608,up
ENSMUSG00000029687,Ezh2,enhancer of zeste 2 polycomb repressive complex 2 subunit [Source:MGI Symbol;Acc:MGI:107940],2.007689386,0.001141626,0.021967608,up
ENSMUSG00000032776,Mctp2,"multiple C2 domains, transmembrane 2 [Source:MGI Symbol;Acc:MGI:2685335]",2.25855243,0.001148471,0.021967608,up
ENSMUSG00000034987,Hrh2,histamine receptor H2 [Source:MGI Symbol;Acc:MGI:108482],3.732119162,0.001140312,0.021967608,up
ENSMUSG00000027718,Il21,interleukin 21 [Source:MGI Symbol;Acc:MGI:1890474],69.59958888,0.001155449,0.022075744,up
ENSMUSG00000041219,Arhgap11a,Rho GTPase activating protein 11A [Source:MGI Symbol;Acc:MGI:2444300],2.387110008,0.001158635,0.022112985,up
ENSMUSG00000016498,Pdcd1lg2,programmed cell death 1 ligand 2 [Source:MGI Symbol;Acc:MGI:1930125],16.55634751,3.28E-05,0.022132165,up
ENSMUSG00000092517,Art2a,ADP-ribosyltransferase 2a [Source:MGI Symbol;Acc:MGI:107546],8.52240952,3.33E-05,0.022132165,up
ENSMUSG00000047735,Samd9l,sterile alpha motif domain containing 9-like [Source:MGI Symbol;Acc:MGI:1343184],2.043242917,0.001163774,0.02218738,up
ENSMUSG00000062352,Itgb1bp1,integrin beta 1 binding protein 1 [Source:MGI Symbol;Acc:MGI:1306802],1.265300789,0.001165042,0.022187906,up
ENSMUSG00000021252,Erg28,ergosterol biosynthesis 28 [Source:MGI Symbol;Acc:MGI:1915571],1.228995949,0.001182105,0.022441164,up
ENSMUSG00000034959,Rubcnl,RUN and cysteine rich domain containing beclin 1 interacting protein like [Source:MGI Symbol;Acc:MGI:2685590],3.991194369,0.001191554,0.022572635,up
ENSMUSG00000079014,Serpina3i,"serine (or cysteine) peptidase inhibitor, clade A, member 3I [Source:MGI Symbol;Acc:MGI:2182841]",3.258170401,0.001194385,0.022578414,up
ENSMUSG00000062545,Tlr12,toll-like receptor 12 [Source:MGI Symbol;Acc:MGI:3045221],3.257079978,0.001202006,0.02269849,up
ENSMUSG00000030830,Itgal,integrin alpha L [Source:MGI Symbol;Acc:MGI:96606],2.812864413,0.001207993,0.022787485,up
ENSMUSG00000023272,Creld2,cysteine-rich with EGF-like domains 2 [Source:MGI Symbol;Acc:MGI:1923987],1.447569719,0.001209863,0.022789779,up
ENSMUSG00000024402,Lta,lymphotoxin A [Source:MGI Symbol;Acc:MGI:104797],4.807842055,0.001210663,0.022789779,up
ENSMUSG00000097585,E230029C05Rik,RIKEN cDNA E230029C05 gene [Source:MGI Symbol;Acc:MGI:2442580],3.119079855,0.001212274,0.022796112,up
ENSMUSG00000042385,Gzmk,granzyme K [Source:MGI Symbol;Acc:MGI:1298232],4.001246632,0.001218245,0.022884317,up
ENSMUSG00000026974,Zmynd19,"zinc finger, MYND domain containing 19 [Source:MGI Symbol;Acc:MGI:1914437]",1.349958463,0.001220447,0.022901632,up
ENSMUSG00000027398,Il1b,interleukin 1 beta [Source:MGI Symbol;Acc:MGI:96543],3.983426284,0.001226569,0.022973465,up
ENSMUSG00000019866,Crybg1,crystallin beta-gamma domain containing 1 [Source:MGI Symbol;Acc:MGI:109544],2.388933157,0.001230126,0.022997566,up
ENSMUSG00000030156,Cd69,CD69 antigen [Source:MGI Symbol;Acc:MGI:88343],3.162207895,0.001231867,0.022997566,up
ENSMUSG00000034634,Ly6d,"lymphocyte antigen 6 complex, locus D [Source:MGI Symbol;Acc:MGI:96881]",4.598563217,0.00123199,0.022997566,up
ENSMUSG00000079547,H2-DMb1,"histocompatibility 2, class II, locus Mb1 [Source:MGI Symbol;Acc:MGI:95922]",2.642606676,0.001237892,0.02308365,up
ENSMUSG00000095285,Ighv5-9,immunoglobulin heavy variable 5-9 [Source:MGI Symbol;Acc:MGI:4439873],6.098822513,3.82E-05,0.023151398,up
ENSMUSG00000100801,Gm15459,predicted gene 15459 [Source:MGI Symbol;Acc:MGI:3705702],1.605579248,3.90E-05,0.023151398,up
ENSMUSG00000098112,Bin2,bridging integrator 2 [Source:MGI Symbol;Acc:MGI:3611448],2.729254047,0.001248936,0.023241123,up
ENSMUSG00000062075,Lmnb2,lamin B2 [Source:MGI Symbol;Acc:MGI:96796],1.473678501,0.001251109,0.023257367,up
ENSMUSG00000074489,Bglap3,bone gamma-carboxyglutamate protein 3 [Source:MGI Symbol;Acc:MGI:88155],3.29243714,0.001257204,0.023322176,up
ENSMUSG00000079700,Fpr3,formyl peptide receptor 3 [Source:MGI Symbol;Acc:MGI:1194495],4.047258546,0.001256546,0.023322176,up
ENSMUSG00000097534,Gm16675,"predicted gene, 16675 [Source:MGI Symbol;Acc:MGI:4439599]",2.140073123,0.001258914,0.023329691,up
ENSMUSG00000041199,Rpusd1,RNA pseudouridylate synthase domain containing 1 [Source:MGI Symbol;Acc:MGI:1919186],1.333056458,0.00127018,0.023489791,up
ENSMUSG00000015745,Plekho1,"pleckstrin homology domain containing, family O member 1 [Source:MGI Symbol;Acc:MGI:1914470]",1.393368724,0.001272519,0.023491742,up
ENSMUSG00000027811,4930579G24Rik,RIKEN cDNA 4930579G24 gene [Source:MGI Symbol;Acc:MGI:1923189],1.575210063,0.001272913,0.023491742,up
ENSMUSG00000021196,Pfkp,"phosphofructokinase, platelet [Source:MGI Symbol;Acc:MGI:1891833]",1.708491582,0.001279132,0.023531701,up
ENSMUSG00000021998,Lcp1,lymphocyte cytosolic protein 1 [Source:MGI Symbol;Acc:MGI:104808],2.373853887,0.001280078,0.023531701,up
ENSMUSG00000026873,Phf19,PHD finger protein 19 [Source:MGI Symbol;Acc:MGI:1921266],2.282476247,0.001279063,0.023531701,up
ENSMUSG00000076677,Ighv6-3,immunoglobulin heavy variable 6-3 [Source:MGI Symbol;Acc:MGI:4439854],3.454264768,0.001281657,0.023531701,up
ENSMUSG00000032508,Myd88,myeloid differentiation primary response gene 88 [Source:MGI Symbol;Acc:MGI:108005],2.335826782,0.001291758,0.023668554,up
ENSMUSG00000064109,Hcst,hematopoietic cell signal transducer [Source:MGI Symbol;Acc:MGI:1344360],3.109586674,0.001294099,0.023687171,up
ENSMUSG00000008318,Relt,RELT tumor necrosis factor receptor [Source:MGI Symbol;Acc:MGI:2443373],2.585927233,0.0012958,0.023694062,up
ENSMUSG00000024640,Psat1,phosphoserine aminotransferase 1 [Source:MGI Symbol;Acc:MGI:2183441],2.380655662,0.001299469,0.023694994,up
ENSMUSG00000029616,Erp29,endoplasmic reticulum protein 29 [Source:MGI Symbol;Acc:MGI:1914647],1.463622334,0.001299826,0.023694994,up
ENSMUSG00000022876,Samsn1,"SAM domain, SH3 domain and nuclear localization signals, 1 [Source:MGI Symbol;Acc:MGI:1914992]",3.053555086,0.001301185,0.023695605,up
ENSMUSG00000029379,Cxcl3,chemokine (C-X-C motif) ligand 3 [Source:MGI Symbol;Acc:MGI:3037818],8.244997494,0.001306167,0.023732795,up
ENSMUSG00000033730,Egr3,early growth response 3 [Source:MGI Symbol;Acc:MGI:1306780],3.841509764,0.001307208,0.023732795,up
ENSMUSG00000086712,Mexis,macrophage expressed LXRa(NR1H3)-dependent amplifier of Abca1 transcription lncRNA [Source:MGI Symbol;Acc:MGI:2140270],6.716928762,0.001311033,0.023778088,up
ENSMUSG00000076563,Igkv5-48,immunoglobulin kappa variable 5-48 [Source:MGI Symbol;Acc:MGI:3642817],4.613110933,0.00131392,0.023806311,up
ENSMUSG00000021880,Rnase6,"ribonuclease, RNase A family, 6 [Source:MGI Symbol;Acc:MGI:1925666]",2.691808121,0.001319651,0.023885952,up
ENSMUSG00000010601,Apol7a,apolipoprotein L 7a [Source:MGI Symbol;Acc:MGI:1923011],3.531227354,0.001323598,0.023908993,up
ENSMUSG00000078349,AW011738,expressed sequence AW011738 [Source:MGI Symbol;Acc:MGI:2140540],1.518289775,0.001323168,0.023908993,up
ENSMUSG00000045349,Sh2d5,SH2 domain containing 5 [Source:MGI Symbol;Acc:MGI:2446215],2.704733332,0.001325554,0.023920171,up
ENSMUSG00000005763,Cd247,CD247 antigen [Source:MGI Symbol;Acc:MGI:88334],2.87927961,0.001334959,0.02393431,up
ENSMUSG00000029780,Nt5c3,"5'-nucleotidase, cytosolic III [Source:MGI Symbol;Acc:MGI:1927186]",1.902365522,0.001334462,0.02393431,up
ENSMUSG00000040522,Tlr8,toll-like receptor 8 [Source:MGI Symbol;Acc:MGI:2176887],4.502468454,0.001335268,0.02393431,up
ENSMUSG00000048163,Selplg,"selectin, platelet (p-selectin) ligand [Source:MGI Symbol;Acc:MGI:106689]",2.48215003,0.001332309,0.02393431,up
ENSMUSG00000106107,Gm43190,predicted gene 43190 [Source:MGI Symbol;Acc:MGI:5663327],1.801281437,0.001335707,0.02393431,up
ENSMUSG00000002578,Ikzf4,IKAROS family zinc finger 4 [Source:MGI Symbol;Acc:MGI:1343139],2.098492763,5.03E-05,0.023950774,up
ENSMUSG00000015656,Hspa8,heat shock protein 8 [Source:MGI Symbol;Acc:MGI:105384],1.538043897,5.04E-05,0.023950774,up
ENSMUSG00000026770,Il2ra,"interleukin 2 receptor, alpha chain [Source:MGI Symbol;Acc:MGI:96549]",5.797339734,4.52E-05,0.023950774,up
ENSMUSG00000076501,Igkv2-137,immunoglobulin kappa chain variable 2-137 [Source:MGI Symbol;Acc:MGI:4439879],4.034575761,4.69E-05,0.023950774,up
ENSMUSG00000095571,Ighv5-17,immunoglobulin heavy variable 5-17 [Source:MGI Symbol;Acc:MGI:4439533],6.808531656,4.95E-05,0.023950774,up
ENSMUSG00000026087,Mrpl30,mitochondrial ribosomal protein L30 [Source:MGI Symbol;Acc:MGI:1333820],1.298128599,0.00133881,0.023965908,up
ENSMUSG00000052087,Rgs14,regulator of G-protein signaling 14 [Source:MGI Symbol;Acc:MGI:1859709],2.780387158,0.001341898,0.023997161,up
ENSMUSG00000026117,Zap70,zeta-chain (TCR) associated protein kinase [Source:MGI Symbol;Acc:MGI:99613],3.053037482,0.00134454,0.02402039,up
ENSMUSG00000028837,Psmb2,"proteasome (prosome, macropain) subunit, beta type 2 [Source:MGI Symbol;Acc:MGI:1347045]",1.639015942,0.001346515,0.024031661,up
ENSMUSG00000034765,Dusp5,dual specificity phosphatase 5 [Source:MGI Symbol;Acc:MGI:2685183],2.257494221,0.00134986,0.024063402,up
ENSMUSG00000094117,Igkv3-12,immunoglobulin kappa variable 3-12 [Source:MGI Symbol;Acc:MGI:1330815],3.4526879,0.001350984,0.024063402,up
ENSMUSG00000099927,Gm8226,predicted gene 8226 [Source:MGI Symbol;Acc:MGI:3643827],2.047110626,0.001355488,0.024119603,up
ENSMUSG00000040528,Milr1,mast cell immunoglobulin like receptor 1 [Source:MGI Symbol;Acc:MGI:2685731],3.415215018,0.001359807,0.024172389,up
ENSMUSG00000062488,Ifit3b,interferon-induced protein with tetratricopeptide repeats 3B [Source:MGI Symbol;Acc:MGI:3698419],2.448537903,0.001368714,0.024301024,up
ENSMUSG00000036526,Card11,"caspase recruitment domain family, member 11 [Source:MGI Symbol;Acc:MGI:1916978]",2.773251571,0.001375182,0.024324813,up
ENSMUSG00000018924,Alox15,arachidonate 15-lipoxygenase [Source:MGI Symbol;Acc:MGI:87997],3.925409143,0.001381687,0.024391612,up
ENSMUSG00000026630,Batf3,"basic leucine zipper transcription factor, ATF-like 3 [Source:MGI Symbol;Acc:MGI:1925491]",3.645607869,0.001381114,0.024391612,up
ENSMUSG00000030786,Itgam,integrin alpha M [Source:MGI Symbol;Acc:MGI:96607],3.37726925,0.001387808,0.024475516,up
ENSMUSG00000076465,Trbv5,"T cell receptor beta, variable 5 [Source:MGI Symbol;Acc:MGI:98583]",4.581533016,0.001392428,0.024508655,up
ENSMUSG00000026285,Pdcd1,programmed cell death 1 [Source:MGI Symbol;Acc:MGI:104879],9.975455732,5.58E-05,0.024548796,up
ENSMUSG00000018293,Pfn1,profilin 1 [Source:MGI Symbol;Acc:MGI:97549],1.889018268,0.001400666,0.024556962,up
ENSMUSG00000025746,Il6,interleukin 6 [Source:MGI Symbol;Acc:MGI:96559],32.46024789,0.001399877,0.024556962,up
ENSMUSG00000094546,Ighv1-26,immunoglobulin heavy variable 1-26 [Source:MGI Symbol;Acc:MGI:4439641],6.519129788,0.001398417,0.024556962,up
ENSMUSG00000005481,Ddx39a,DEAD box helicase 39a [Source:MGI Symbol;Acc:MGI:1915528],1.862675677,0.001409874,0.024694197,up
ENSMUSG00000027580,Helz2,"helicase with zinc finger 2, transcriptional coactivator [Source:MGI Symbol;Acc:MGI:2385169]",1.850210329,0.001424372,0.024876173,up
ENSMUSG00000034833,Tespa1,"thymocyte expressed, positive selection associated 1 [Source:MGI Symbol;Acc:MGI:1914846]",3.721813805,0.001422027,0.024876173,up
ENSMUSG00000042677,Zc3h12a,zinc finger CCCH type containing 12A [Source:MGI Symbol;Acc:MGI:2385891],2.339672898,0.001424437,0.024876173,up
ENSMUSG00000059040,Eno1b,"enolase 1B, retrotransposed [Source:MGI Symbol;Acc:MGI:3648653]",2.189521077,0.001425935,0.024878052,up
ENSMUSG00000025007,Aldh18a1,"aldehyde dehydrogenase 18 family, member A1 [Source:MGI Symbol;Acc:MGI:1888908]",2.368649302,0.001431663,0.024929332,up
ENSMUSG00000036067,Slc2a6,"solute carrier family 2 (facilitated glucose transporter), member 6 [Source:MGI Symbol;Acc:MGI:2443286]",3.457374484,0.001444816,0.025109463,up
ENSMUSG00000039997,Ifi203,interferon activated gene 203 [Source:MGI Symbol;Acc:MGI:96428],2.2361698,0.00145016,0.025177871,up
ENSMUSG00000039994,Timeless,timeless circadian clock 1 [Source:MGI Symbol;Acc:MGI:1321393],1.466222206,0.001460805,0.025276828,up
ENSMUSG00000094006,Igkv4-59,immunoglobulin kappa variable 4-59 [Source:MGI Symbol;Acc:MGI:3646808],3.280828984,0.001459845,0.025276828,up
ENSMUSG00000062210,Tnfaip8,"tumor necrosis factor, alpha-induced protein 8 [Source:MGI Symbol;Acc:MGI:2147191]",2.090122316,0.00146511,0.025314551,up
ENSMUSG00000009687,Fxyd5,FXYD domain-containing ion transport regulator 5 [Source:MGI Symbol;Acc:MGI:1201785],2.184125531,0.001467877,0.025337881,up
ENSMUSG00000039294,Cybc1,cytochrome b 245 chaperone 1 [Source:MGI Symbol;Acc:MGI:2384959],1.787731348,0.001471342,0.025373208,up
ENSMUSG00000076612,Ighg2c,immunoglobulin heavy constant gamma 2C [Source:MGI Symbol;Acc:MGI:2686979],7.518213593,6.13E-05,0.025464606,up
ENSMUSG00000031103,Elf4,E74-like factor 4 (ets domain transcription factor) [Source:MGI Symbol;Acc:MGI:1928377],1.945703067,0.001483314,0.025555013,up
