,Severe1,Severe2,Severe3,Severe4,Severe5,Severe6,Middle1,Middle2,Middle3,Middle4,Middle5,Middle6,Mild1,Mild2,Mild3,Mild4,Mild5,Mild6
ASV379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0
ASV1134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0
ASV380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0
ASV873,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0
ASV807,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0
ASV588,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0
ASV502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
ASV809,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0
ASV259,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0
ASV1230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1019,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0
ASV1283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0
ASV47,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV48,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1353,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0
ASV876,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
ASV810,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0
ASV383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0
ASV1020,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
ASV1232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV687,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
ASV506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0
ASV1285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV874,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0
ASV201,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV136,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
ASV977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV49,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV260,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0
ASV382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV200,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV51,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0
ASV875,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0
ASV1352,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0
ASV978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1351,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0
ASV1063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
ASV976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0
ASV381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV688,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0
ASV199,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
ASV638,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
ASV53,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
ASV1136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
ASV811,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0
ASV589,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
ASV507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
ASV1066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
ASV302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV689,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
ASV512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
ASV1137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0
ASV262,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
ASV448,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
ASV202,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV54,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
ASV515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
ASV420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV878,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
ASV511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
ASV590,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
ASV509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
ASV516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
ASV591,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
ASV1138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0
ASV513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
ASV1021,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
ASV1070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV879,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0
ASV1068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV138,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
ASV449,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1022,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0
ASV1289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV140,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
ASV985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV936,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1355,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0
ASV657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
ASV762,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV935,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
ASV1291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV263,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
ASV1236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
ASV1286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
ASV1290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
ASV303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
ASV1072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV264,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
ASV1073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV880,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
ASV812,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0
ASV883,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
ASV882,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
ASV1234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
ASV390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
ASV691,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
ASV1354,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0
ASV1071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV881,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
ASV283,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
ASV305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV692,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
ASV391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
ASV1357,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0
ASV1356,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0
ASV1174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
ASV204,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV690,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
ASV59,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV937,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV58,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV888,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
ASV205,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV886,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
ASV308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1363,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
ASV887,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
ASV270,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
ASV1362,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
ASV1024,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
ASV1076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV890,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
ASV61,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1358,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
ASV695,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
ASV1239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
ASV265,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
ASV765,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV64,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV885,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
ASV1026,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
ASV813,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
ASV889,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
ASV1176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
ASV63,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV694,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
ASV396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV938,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1027,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
ASV592,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
ASV884,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
ASV269,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
ASV1294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV593,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
ASV1177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
ASV268,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
ASV1141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
ASV143,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
ASV65,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
ASV142,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
ASV397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV266,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
ASV763,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV941,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1025,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
ASV1359,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
ASV307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV67,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1360,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
ASV594,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
ASV815,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
ASV1023,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
ASV1237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV940,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV267,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
ASV766,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV764,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV814,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
ASV693,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
ASV939,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
ASV1296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV450,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV144,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
ASV1361,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
ASV520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
ASV826,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
ASV824,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
ASV893,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
ASV404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
ASV272,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
ASV312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
ASV69,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV894,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
ASV990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV68,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
ASV147,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
ASV1081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV822,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
ASV1145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
ASV819,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
ASV1077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
ASV769,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1364,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
ASV674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
ASV207,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV149,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
ASV770,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
ASV311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV154,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
ASV993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV150,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
ASV767,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV145,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
ASV991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV275,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
ASV1300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1029,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
ASV211,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV146,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
ASV1182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
ASV1299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV153,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
ASV891,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
ASV209,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV699,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
ASV277,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
ASV71,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
ASV1184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
ASV1245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
ASV768,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV942,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV596,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
ASV522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
ASV597,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
ASV1180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
ASV743,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
ASV818,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
ASV823,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ASV315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
ASV1246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
ASV314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV598,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
ASV820,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
ASV276,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
ASV148,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
ASV1028,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
ASV70,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
ASV1082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV206,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV274,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
ASV273,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
ASV816,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
ASV208,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV210,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
ASV1179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
ASV151,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
ASV1365,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
ASV152,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
ASV1079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
ASV1084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV700,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
ASV892,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
